word	definition	pos	cefr	tags
evolución	evolution	noun	B1.1	
excepcional	exceptional	adj	B1.1	
extrañar	to miss, long for	verb	B1.1	
fallar	to fail, miss	verb	B1.1	
ferrocarril	railway	noun	B1.1	
fijo	fixed, steady	adj	B1.1	
fundación	foundation	noun	B1.1	
fundamental	fundamental	adj	B1.1	
hondo	deep	noun	B1.1	
honestidad	honesty	noun	B1.1	
hueco	hole, cavity	adj	B1.1	
infinito	infinite, infinity	adj	B1.1	
joya	jewel, treasure	noun	B1.1	
lazo	bow, knot, tie, lasso	noun	B1.1	
llegar a	to manage to	phrase	B1.1	
llevar + gerund	to have been doing	phrase	B1.1	
lo cual	which (referring to idea)	phrase	B1.1	
lógico	logical	adj	B1.1	
medio ambiente	environment	phrase	B1.1	
mexicano	Mexican	adj	B1.1	
misa	(religious) mass	noun	B1.1	
mosca	fly (insect)	noun	B1.1	
mudar	to move, change	verb	B1.1	
negar	to deny	verb	B1.1	
novedad	latest news, newness	noun	B1.1	
obligaciones	obligations	noun	B1.1	
obra de arte	artwork	phrase	B1.1	
opinión pública	public opinion	phrase	B1.1	
oriente	East	noun	B1.1	
orilla	shore, edge	noun	B1.1	
paisaje	landscape	noun	B1.1	
perseguir	to persecute, pursue, chase	verb	B1.1	
pésimo	dreadful, awful	adj	B1.1	
pleno	complete, full	adj	B1.1	
ponerse a	to start doing	phrase	B1.1	
por el contrario	on the contrary	phrase	B1.1	
por medio de	by means of	phrase	B1.1	
prestar	to lend	verb	B1.1	
pretender	to intend	verb	B1.1	
rama	branch, bough, limb	noun	B1.1	
recorrer	to travel, cover (distance)	verb	B1.1	
recto	right, straight, honest	adj	B1.1	
rescatar	to rescue, save	verb	B1.1	
respaldo	support, backing, back	noun	B1.1	
retirar	to take away, retire	verb	B1.1	
retroceder	to go back	verb	B1.1	
rincón	corner, nook	noun	B1.1	
seguir + gerund	to keep doing	phrase	B1.1	
semilla	seed	noun	B1.1	
sentar	to sit (down), seat	verb	B1.1	
soltar	to release, loosen, let out	verb	B1.1	
sordo	deaf, dull	adj	B1.1	
sumamente	extremely	adv	B1.1	
suponer	to suppose	verb	B1.1	
supuestamente	supposedly	adv	B1.1	
sustancia	substance	noun	B1.1	
tela	cloth, fabric	noun	B1.1	
tender a	to tend to	phrase	B1.1	
valer	to be worth, cost	verb	B1.1	
varón	male, man	noun	B1.1	
virtud	virtue	noun	B1.1	
abrazar	to hug, embrace	verb	B1.2	
acontecimiento	event, happening	noun	B1.2	
acordar	(acordarse de) to remember, remind / to agree	verb	B1.2	
acostar	to put/go to bed	verb	B1.2	
anormal	abnormal	adj	B1.2	
Argentina	Argentina	noun	B1.2	
arrastrar	to drag, pull	verb	B1.2	
arrojar	to throw, fling	verb	B1.2	
atar	to tie (up)	verb	B1.2	
bárbaro	savage, horrible	adj	B1.2	
blando	soft, limp, gentle	adj	B1.2	
bota	boot, wineskin	noun	B1.2	
brindar	to offer / to toast (drink)	verb	B1.2	
campesino	1. (n) peasant 2. (adj.) rural	adj	B1.2	
canadiense	Canadian	adj	B1.2	
capricho	caprice, whim	noun	B1.2	
chocar	to crash into, collide with	verb	B1.2	
cifra	figure, number, amount	noun	B1.2	
consistente	consistent	adj	B1.2	
convencional	conventional	adj	B1.2	
cosmos	cosmos	noun	B1.2	
cualidad	quality	noun	B1.2	
cuestionar	to question	verb	B1.2	
doblar	to bend, turn	verb	B1.2	
eje	axis, shaft, crux	noun	B1.2	
ejemplar	copy, issue	noun	B1.2	
ejercer	to practice, exercise	verb	B1.2	
encajar	to insert, fit well	verb	B1.2	
encargar	to entrust / to take charge of	verb	B1.2	
encerrar	to shut (in)	verb	B1.2	
enormemente	enormously	adv	B1.2	
entendimiento	understanding	noun	B1.2	
estrecho	narrow	adj	B1.2	
estropear	to ruin, mess up	verb	B1.2	
fijar	to set, fix / to notice	verb	B1.2	
firmemente	firmly	adv	B1.2	
frenar	to brake, restrain	verb	B1.2	
grueso	thick	adj	B1.2	
homenaje	homage, tribute	noun	B1.2	
hundir	to sink, submerge	verb	B1.2	
ignorancia	ignorance	noun	B1.2	
igualdad	equality	noun	B1.2	
inquieto	restless, anxious	adj	B1.2	
intuición	intuition	noun	B1.2	
irracional	irrational	adj	B1.2	
jornada	working day, shift	noun	B1.2	
jurar	to swear, take an oath	verb	B1.2	
labio	lip	noun	B1.2	
ladrillo	brick	noun	B1.2	
lágrima	tear, teardrop	noun	B1.2	
lamentar	to regret	verb	B1.2	
librar	to liberate, set free	verb	B1.2	
lucir	to show (off), shine	verb	B1.2	
manifiesto	manifest	adj	B1.2	
moreno	dark, brown	noun	B1.2	
noción	notion	noun	B1.2	
ordinario	ordinary	adj	B1.2	
percepción	perception	noun	B1.2	
pertenecer	to belong	verb	B1.2	
pisar	to step on	verb	B1.2	
plenamente	fully	adv	B1.2	
poseer	to possess, own	verb	B1.2	
presumir	to presume	verb	B1.2	
primitivo	primitive	adj	B1.2	
proponer	to propose	verb	B1.2	
racional	rational	adj	B1.2	
razonar	to reason	verb	B1.2	
recurrir	to resort to	verb	B1.2	
reflexionar	to reflect	verb	B1.2	
relativamente	relatively	adv	B1.2	
rendir	to give in, give up / to render, yield	verb	B1.2	
repartir	to divide, deliver, distribute	verb	B1.2	
reposo	rest	noun	B1.2	
señalar	to point (out), signal	verb	B1.2	
seno	breast, bosom, core	noun	B1.2	
suceso	event, incident	noun	B1.2	
tragar	to swallow	verb	B1.2	
vicio	vice	noun	B1.2	
a fin de cuentas	in the end	phrase	B2.1	
a no ser por	if it weren't for	phrase	B2.1	
a saber	namely	phrase	B2.1	
afirmación	statement, assertion	noun	B2.1	
afirmar	to affirm	verb	B2.1	
ahogar	to drown, choke, flood	verb	B2.1	
ajeno	belonging to someone else / detached	adj	B2.1	
al parecer	apparently	phrase	B2.1	
aun así	even so	adv	B2.1	
bien...bien	whether...or	conj	B2.1	
brasileño	Brazilian	adj	B2.1	
celo	jealousy, zeal	noun	B2.1	
coherente	coherent	adj	B2.1	
conceder	to grant, concede	verb	B2.1	
concluyente	conclusive	adj	B2.1	
contundente	compelling	adj	B2.1	
de alto nivel	high-level	phrase	B2.1	
de gran calibre	high-caliber	phrase	B2.1	
de gran envergadura	large-scale	phrase	B2.1	
de no ser por	if it weren't for	phrase	B2.1	
de todas formas	anyway	phrase	B2.1	
de todas maneras	anyway	phrase	B2.1	
de todos modos	anyway	phrase	B2.1	
decepcionar	to disappoint	verb	B2.1	
decisivo	decisive	adj	B2.1	
destacado	outstanding	adj	B2.1	
dicho de otro modo	in other words	phrase	B2.1	
dicho esto	having said this	phrase	B2.1	
disminuir	to decrease, diminish	verb	B2.1	
ello	it	pron	B2.1	
en cualquier caso	in any case	phrase	B2.1	
en definitiva	definitively	phrase	B2.1	
en extremo	extremely	phrase	B2.1	
en otras palabras	in other words	phrase	B2.1	
en resumidas cuentas	in short	phrase	B2.1	
en suma	in sum	phrase	B2.1	
en todo caso	in any case	phrase	B2.1	
en última instancia	ultimately	phrase	B2.1	
enamorar	to fall in love	verb	B2.1	
enteramente	entirely	adv	B2.1	
envolver	to wrap	verb	B2.1	
escaso	scarce, very little	adj	B2.1	
esto es	that is	phrase	B2.1	
extraordinariamente	extraordinarily	adv	B2.1	
fundamento	foundation	noun	B2.1	
incertidumbre	uncertainty	noun	B2.1	
indudablemente	undoubtedly	adv	B2.1	
intelecto	intellect	noun	B2.1	
inválido	invalid	adj	B2.1	
meditar	to meditate	verb	B2.1	
metodizar	to methodize	verb	B2.1	
mientras más...más	the more...the more	phrase	B2.1	
mueble	(piece of) furniture	noun	B2.1	
ni...ni	neither...nor	conj	B2.1	
noúmeno	noumenon	noun	B2.1	
o bien...o bien	either...or	phrase	B2.1	
ora...ora	either...or	conj	B2.1	
paradoja	paradox	noun	B2.1	
particulares	particulars	adj	B2.1	
patente	patent	adj	B2.1	
por cierto	by the way	phrase	B2.1	
por lo visto	apparently	phrase	B2.1	
porvenir	future, time to come	noun	B2.1	
prender	to turn on, apprehend	verb	B2.1	
quebrar	to break, bend, weaken	verb	B2.1	
quejar	to complain	verb	B2.1	
rasgo	feature, trait	noun	B2.1	
redondo	round	noun	B2.1	
sea...sea	whether...or	conj	B2.1	
según parece	apparently	phrase	B2.1	
sembrar	to sow, plant	verb	B2.1	
siempre y cuando	provided that	phrase	B2.1	
sin duda alguna	without a doubt	phrase	B2.1	
singular	singular	adj	B2.1	
sobresaliente	excellent	adj	B2.1	
sujetar	to fasten, attach, hold	verb	B2.1	
surgir	to appear, spring forth	verb	B2.1	
tanto...como	both...and	conj	B2.1	
tapar	to cover, wrap	verb	B2.1	
teleología	teleology	noun	B2.1	
trasladar	to move, transfer	verb	B2.1	
tremendamente	tremendously	adv	B2.1	
ubicar	to find, locate	verb	B2.1	
vale decir	that is to say	phrase	B2.1	
válido	valid	adj	B2.1	
abarcar	to encompass, to cover / to comprise	verb	B2.2	
absolutismo	absolutism	noun	B2.2	
abstracción	abstraction	noun	B2.2	
abstracto	abstract	adj	B2.2	
abstraer	to abstract	verb	B2.2	
acoger	to welcome, accept	verb	B2.2	
afán	eagerness, zeal, effort	noun	B2.2	
agotar	to exhaust, wear out, run out	verb	B2.2	
alzar	to lift, raise	verb	B2.2	
ambiguo	ambiguous	adj	B2.2	
ampliamente	widely	adv	B2.2	
antítesis	antithesis	noun	B2.2	
aproximar	to come near, closer	verb	B2.2	
argentino	Argentinian	adj	B2.2	
asomar	to appear, show, stick (out)	verb	B2.2	
atípico	atypical	adj	B2.2	
atrever	to dare	verb	B2.2	
brotar	to sprout	verb	B2.2	
burlar	to mock	verb	B2.2	
caber	to fit (into)	verb	B2.2	
característico	characteristic	adj	B2.2	
cardinal	cardinal	adj	B2.2	
carecer	to be without	verb	B2.2	
categórico	categorical	adj	B2.2	
comparativamente	comparatively	adv	B2.2	
considerablemente	considerably	adv	B2.2	
conspicuo	conspicuous	adj	B2.2	
constar	to consist of, comprise	verb	B2.2	
contingencia	contingency	noun	B2.2	
contradicción	contradiction	noun	B2.2	
convenir	to be agreeable / be convenient	verb	B2.2	
convocar	to convene, summon	verb	B2.2	
cosmogonía	cosmogony	noun	B2.2	
cotidiano	daily	adj	B2.2	
denominar	to call, name	verb	B2.2	
desembocar	to flow, lead into	verb	B2.2	
desempeñar	to carry out, fulfill	verb	B2.2	
desesperanza	hopelessness	noun	B2.2	
desprender	to detach, release, remove	verb	B2.2	
determinante	determiner, determining	adj	B2.2	
determinismo	determinism	noun	B2.2	
devenir	becoming	verb	B2.2	
dialéctica	dialectics	noun	B2.2	
distintivo	distinctive	adj	B2.2	
dogmatismo	dogmatism	noun	B2.2	
duchar	to shower	verb	B2.2	
efectuar	to carry out, cause to happen	verb	B2.2	
elaborar	to make, develop	verb	B2.2	
emblemático	emblematic	adj	B2.2	
eminente	eminent	adj	B2.2	
emprender	to undertake, embark on	verb	B2.2	
ente	entity	noun	B2.2	
equivocar	to be wrong	verb	B2.2	
escepticismo	skepticism	noun	B2.2	
esfumar	to disappear / to blur	verb	B2.2	
espacialidad	spatiality	adj	B2.2	
espantar	to frighten	verb	B2.2	
estrechamente	closely	adv	B2.2	
estrenar	to use for the first time, debut	verb	B2.2	
extensamente	extensively	adv	B2.2	
falacia	fallacy	noun	B2.2	
fehaciente	reliable	adj	B2.2	
figurar	to appear, represent, figure (in)	verb	B2.2	
filosofar	to philosophize	verb	B2.2	
filosófico	philosophical	adj	B2.2	
finalidad	purpose, finality	noun	B2.2	
flagrante	flagrant	adj	B2.2	
generalizar	to generalize	verb	B2.2	
gnoseología	gnoseology	noun	B2.2	
hondamente	deeply	adv	B2.2	
ilógico	illogical	adj	B2.2	
imprescindible	essential, indispensable	adj	B2.2	
incoherente	incoherent	adj	B2.2	
inconsistente	inconsistent	adj	B2.2	
incontrovertible	incontrovertible	adj	B2.2	
incuestionable	unquestionable	adj	B2.2	
indiscutible	indisputable	adj	B2.2	
índole	nature, temperament	noun	B2.2	
inducir	to induce	verb	B2.2	
innegable	undeniable	adj	B2.2	
íntimamente	intimately	adv	B2.2	
irrazonable	unreasonable	adj	B2.2	
irrefutable	irrefutable	adj	B2.2	
legitimar	to legitimize	verb	B2.2	
liso	smooth, flat, straight	adj	B2.2	
matiz	shade, tint, nuance	noun	B2.2	
máxime	especially	adv	B2.2	
metafísica	metaphysics	noun	B2.2	
notablemente	notably	adv	B2.2	
notorio	notorious	adj	B2.2	
ontología	ontology	noun	B2.2	
ostensible	ostensible	adj	B2.2	
otorgar	to give, grant, award	verb	B2.2	
palmario	obvious	adj	B2.2	
paradigmático	paradigmatic	adj	B2.2	
particularizar	to particularize	verb	B2.2	
partidario	supporter, partisan	adj	B2.2	
perjudicar	to damage, to harm	verb	B2.2	
permanencia	permanence	noun	B2.2	
planchar	to iron, flatten	verb	B2.2	
portar	to behave / to carry	verb	B2.2	
presumiblemente	presumably	adv	B2.2	
prever	to foresee, anticipate, forecast	verb	B2.2	
primordial	primordial	adj	B2.2	
privar	to deprive (of)	verb	B2.2	
procurar	to try	verb	B2.2	
prominente	prominent	adj	B2.2	
proseguir	to continue, carry on	verb	B2.2	
provenir	to come from, be from	verb	B2.2	
racionalidad	rationality	noun	B2.2	
regresión	regression	noun	B2.2	
relatar	to tell, narrate	verb	B2.2	
relativismo	relativism	noun	B2.2	
remontar	to overcome	verb	B2.2	
representativo	representative	adj	B2.2	
restar	to subtract, minimize	verb	B2.2	
resumir	to summarize	verb	B2.2	
rodear	to surround	verb	B2.2	
rotundo	resounding	adj	B2.2	
significativamente	significantly	adv	B2.2	
sobrar	to be too much, left over	verb	B2.2	
sobremanera	exceedingly	adv	B2.2	
soler	to usually do	verb	B2.2	
sólidamente	solidly	adv	B2.2	
someter	to subject / to undergo	verb	B2.2	
suscitar	to arouse, provoke	verb	B2.2	
tautología	tautology	noun	B2.2	
temporalidad	temporality	noun	B2.2	
tender	lay out / to hang / to set	verb	B2.2	
transcurrir	to occur, take place	verb	B2.2	
trascendental	transcendental	adj	B2.2	
universales	universals	noun	B2.2	
virtualidad	virtuality	adj	B2.2	
